// 3/11/2025 10:42:46 AM
// ReaderName=speedwayr-12-05-fd.local, AntennaIDs=1,2,3,4, InventoryMode=DualTarget, ModeIndex=1002, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-03-11T10:44:58.2212600-06:00,E280116060000209FF2351F4,,1,-39,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2230040-06:00,E280116060000209FF238D54,,1,-27,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2236790-06:00,E280116060000209FF238D74,,1,-37,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2242710-06:00,E280116060000209FF238D64,,1,-38,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2966700-06:00,E280116060000209FF238D54,,1,-27,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2978960-06:00,E280116060000209FF238D74,,1,-37.5,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2986050-06:00,E280116060000209FF238D64,,1,-38.5,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.2993920-06:00,E280116060000209FF2351F4,,1,-39.5,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4036760-06:00,E280116060000209FF2351F4,,1,-39.5,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4045180-06:00,E280116060000209FF238D74,,1,-37,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4053010-06:00,E280116060000209FF238D54,,1,-27,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4062400-06:00,E280116060000209FF238D64,,1,-38,906.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4871890-06:00,E280116060000209FF238D64,,1,-33.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4886760-06:00,E280116060000209FF238D74,,1,-32.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4894540-06:00,E280116060000209FF2351F4,,1,-34.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.4903490-06:00,E280116060000209FF238D54,,1,-23.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.5949850-06:00,E280116060000209FF2351F4,,1,-34.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.5957920-06:00,E280116060000209FF238D74,,1,-33,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.5976660-06:00,E280116060000209FF238D64,,1,-33.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.5983660-06:00,E280116060000209FF238D54,,1,-23.5,924.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.6797530-06:00,E280116060000209FF2351F4,,1,-39.5,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.6805330-06:00,E280116060000209FF238D54,,1,-27,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.6813500-06:00,E280116060000209FF238D74,,1,-38,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.6829180-06:00,E280116060000209FF238D64,,1,-38,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.7878590-06:00,E280116060000209FF2351F4,,1,-39,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.7886460-06:00,E280116060000209FF238D74,,1,-37.5,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.7898250-06:00,E280116060000209FF238D54,,1,-26.5,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.7911710-06:00,E280116060000209FF238D64,,1,-37.5,908.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.8773050-06:00,E280116060000209FF238D74,,1,-33,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.8790160-06:00,E280116060000209FF238D64,,1,-34,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.8799860-06:00,E280116060000209FF238D54,,1,-25,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.8810520-06:00,E280116060000209FF2351F4,,1,-35.5,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.9855870-06:00,E280116060000209FF238D54,,1,-25,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.9866530-06:00,E280116060000209FF2351F4,,1,-35.5,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.9873600-06:00,E280116060000209FF238D64,,1,-34,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:58.9882990-06:00,E280116060000209FF238D74,,1,-33,921.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.0680430-06:00,E280116060000209FF238D54,,1,-25,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.0697250-06:00,E280116060000209FF238D74,,1,-34,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.0712560-06:00,E280116060000209FF2351F4,,1,-35,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.0718060-06:00,E280116060000209FF238D64,,1,-34,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.1791620-06:00,E280116060000209FF238D74,,1,-33.5,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.1801470-06:00,E280116060000209FF238D54,,1,-25,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.1808010-06:00,E280116060000209FF2351F4,,1,-35,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.1813390-06:00,E280116060000209FF238D64,,1,-34,919.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.2625000-06:00,E280116060000209FF238D54,,1,-27.5,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.2630390-06:00,E280116060000209FF238D74,,1,-38.5,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.2640650-06:00,E280116060000209FF2351F4,,1,-39.5,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.2657380-06:00,E280116060000209FF238D64,,1,-38,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.3705830-06:00,E280116060000209FF2351F4,,1,-39.5,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.3721580-06:00,E280116060000209FF238D54,,1,-27.5,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.3731000-06:00,E280116060000209FF238D74,,1,-38,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.3738060-06:00,E280116060000209FF238D64,,1,-38,904.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.4583450-06:00,E280116060000209FF2351F4,,1,-35,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.4592880-06:00,E280116060000209FF238D74,,1,-34,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.4603840-06:00,E280116060000209FF238D54,,1,-25,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.4609310-06:00,E280116060000209FF238D64,,1,-34,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.5663670-06:00,E280116060000209FF2351F4,,1,-35,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.5669620-06:00,E280116060000209FF238D74,,1,-33.5,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.5677670-06:00,E280116060000209FF238D54,,1,-25,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.5684770-06:00,E280116060000209FF238D64,,1,-34,920.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.6464250-06:00,E280116060000209FF2351F4,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.6479520-06:00,E280116060000209FF238D54,,1,-26,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.6494080-06:00,E280116060000209FF238D64,,1,-35.5,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.6499450-06:00,E280116060000209FF238D74,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.7540610-06:00,E280116060000209FF2351F4,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.7546500-06:00,E280116060000209FF238D54,,1,-26,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.7553180-06:00,E280116060000209FF238D74,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.7565150-06:00,E280116060000209FF238D64,,1,-35.5,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.8297140-06:00,E280116060000209FF238D74,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.8303700-06:00,E280116060000209FF238D54,,1,-26.5,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.8311540-06:00,E280116060000209FF2351F4,,1,-37,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.8319410-06:00,E280116060000209FF238D64,,1,-35.5,911.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.9446970-06:00,E280116060000209FF238D74,,1,-37,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.9456540-06:00,E280116060000209FF2351F4,,1,-37,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.9462010-06:00,E280116060000209FF238D54,,1,-26.5,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:44:59.9478570-06:00,E280116060000209FF238D64,,1,-35.5,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.0201380-06:00,E280116060000209FF238D54,,1,-26.5,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.0206860-06:00,E280116060000209FF2351F4,,1,-37,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.0221680-06:00,E280116060000209FF238D64,,1,-35.5,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.0233770-06:00,E280116060000209FF238D74,,1,-37,911.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.1355080-06:00,E280116060000209FF238D54,,1,-25,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.1365700-06:00,E280116060000209FF238D74,,1,-34.5,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.1373850-06:00,E280116060000209FF238D64,,1,-35,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.1385400-06:00,E280116060000209FF2351F4,,1,-36,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.2097790-06:00,E280116060000209FF238D74,,1,-34.5,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.2112360-06:00,E280116060000209FF2351F4,,1,-36,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.2119480-06:00,E280116060000209FF238D54,,1,-25,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.2128820-06:00,E280116060000209FF238D64,,1,-35,916.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.3331200-06:00,E280116060000209FF238D74,,1,-32.5,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.3365630-06:00,E280116060000209FF238D54,,1,-24,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.3371620-06:00,E280116060000209FF238D64,,1,-32.5,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.3378360-06:00,E280116060000209FF2351F4,,1,-34,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.4111260-06:00,E280116060000209FF238D54,,1,-24,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.4117820-06:00,E280116060000209FF2351F4,,1,-34.5,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.4124490-06:00,E280116060000209FF238D74,,1,-32.5,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.4132320-06:00,E280116060000209FF238D64,,1,-32.5,925.75,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.5372670-06:00,E280116060000209FF2351F4,,1,-38,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.5382390-06:00,E280116060000209FF238D54,,1,-26,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.5387830-06:00,E280116060000209FF238D74,,1,-35.5,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.5396030-06:00,E280116060000209FF238D64,,1,-36.5,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.6124310-06:00,E280116060000209FF2351F4,,1,-38,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.6129840-06:00,E280116060000209FF238D64,,1,-36,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.6149120-06:00,E280116060000209FF238D54,,1,-26,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.6156170-06:00,E280116060000209FF238D74,,1,-35.5,913.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.7285180-06:00,E280116060000209FF2351F4,,1,-36,917.25,speedwayr-12-05-fd.local,,,
2025-03-11T10:45:00.7290690-06:00,E280116060000209FF238D64,,1,-34.5,917.25,speedwayr-12-05-fd.local,,,
